st1,st2,st3,lon,lat,area
950342,960646,970823,134.698338992316,35.349632436224695,184392546.35535112
021030,950398,950385,132.992616744933,35.0545856518539,220575410.52960375
950381,950398,960662,133.261686671916,35.0302923827571,261560643.90069288
950401,950398,960663,133.013145578511,34.8056873445072,361055009.5127034
950398,021030,960663,132.944672409846,34.9265951385186,270700953.92160547
021019,940074,950385,133.06874892762,35.3098619576703,199723325.94769707
950398,021019,950385,133.089271891785,35.146403325834896,323033252.8347652
021019,950398,950381,133.193631034827,35.1360581507892,269330068.543935
111187,021019,950381,133.26652428810598,35.2998708452148,181225794.13001743
021019,111187,960656,133.209648766227,35.43284428654079,220931584.9140348
940074,021019,960656,133.116232548783,35.4324902239506,136363228.0272193
071157,950403,071164,132.344132669826,34.5004288040808,163710598.31241643
071164,950403,950399,132.32330622934498,34.61036808238679,151735821.15788746
950403,960657,950399,132.38613781889097,34.716099139223694,328569382.03917265
960657,950403,950400,132.47376439535697,34.700072988665696,142338126.45830238
950400,950403,061151,132.53809045210798,34.5665804265903,151276140.4902648
950403,940078,061151,132.54982240879497,34.4537711479797,162421248.53627455
940078,950403,960666,132.48490315803596,34.37670623724149,167084728.4744133
950403,071157,960666,132.406371065364,34.395602388104095,169731118.07421964
960768,950402,061151,132.751572888396,34.462658360836194,207691828.24856308
950402,021031,960663,132.847945030218,34.668724572154204,94087099.30421863
950402,021023,061151,132.70655750371802,34.63659806512619,308350486.51841396
021023,950402,960663,132.773635268604,34.7430751760169,209229794.81046614
960679,960667,021035,132.772751033703,34.1146474517409,233195417.78249246
960679,021048,950433,132.81735473955302,33.7961872012842,197262259.79502326
021048,960679,950434,132.741470982021,33.771556553262,179672673.80959854
021036,960679,021035,132.655177942188,34.0677062616627,237864404.17694154
960679,021036,950434,132.65251417525798,33.913708775618105,358549604.04320496
131197,960679,950433,132.88135269578402,33.941860038543595,254523544.6021494
960679,131197,960667,132.87226735440902,34.079703715797294,204682178.33761325
950472,960706,021077,131.47247249789402,33.3694045264866,238181946.66058245
970833,950472,021078,131.26879118139598,33.251887102737605,130556415.37968078
950472,960705,021078,131.31873308003998,33.3883002810555,87495217.68825135
960705,950472,021077,131.395215947655,33.4318218331317,241072959.02659553
041137,950472,950474,131.325997410201,33.11065698949469,102189970.89265355
950472,970833,950474,131.266926914508,33.126990956268,138281462.3744564
950414,960769,021038,132.11222614946396,34.082027783034,124650358.70303984
960769,950414,960672,132.21408372935397,34.02199144560149,319557642.3043539
950414,021040,960672,132.18102714867598,33.9069152883681,163023390.25092807
051147,950410,021037,131.828023282593,34.1626303593036,201323564.058799
950410,051147,021038,131.93381459573698,34.127563229367304,211927727.7674507
051147,950414,021038,131.98419437392198,34.0329018384531,140423336.6038643
950414,051147,021040,132.006600416427,33.9515288345673,172711088.7963322
051147,021037,950412,131.687215371459,34.095356738338495,229002627.25974992
950470,051147,950412,131.630167263507,33.9206812206372,599111038.1920829
141205,021052,970830,133.23457627656,33.74015373519119,298378718.1712965
021052,950443,970830,133.252689195087,33.58987688371259,211860347.14569768
081166,950445,940084,133.274552018586,33.2751201978624,82280228.58569732
950445,081166,031121,133.54599099863998,33.306611609073,
081166,940085,031122,133.44111715707302,33.055561806564,
960684,081166,940084,133.183112233479,33.2110359169314,62324053.26832146
081172,051141,950448,133.009054750968,33.055663716038694,79985068.83380882
081172,081166,960684,133.13790294486,33.1473302894646,69466009.21871302
031125,081172,950448,133.015881608214,32.9775283263591,59376571.559971824
081172,031125,940085,133.004941762308,32.8990384931274,55619654.704271235
081166,081172,940085,133.083832349127,32.9941145355723,
021056,960684,031123,133.011628283589,33.2369104508859,96069888.45802249
051141,021056,950447,132.89554600631098,33.152916493454995,81662628.2094738
081172,021056,051141,133.00002222431098,33.1229592211485,67935277.74991974
021056,081172,960684,133.055666522658,33.160128778821,105607823.09402457
021056,041134,950447,132.882534280947,33.2486129231883,189162062.83191457
041134,021056,031123,132.942972259878,33.2954373229467,32319081.861089982
940095,021085,960715,131.361355294059,31.9887153172158,192131489.95925364
960713,021085,940095,131.421253187004,32.0643771612747,37993122.23812606
021085,960713,950480,131.436641771325,32.113931212374,80140688.9225657
950466,950478,950477,131.17881033371398,32.6241114065856,322918140.6785879
950479,950478,021076,131.09371941032398,32.3283967563414,210217631.85381976
021076,950478,081169,131.027699406318,32.4714842754918,323681172.8897069
950478,950466,081169,131.065331529396,32.6208875796672,182633544.01165843
950490,960722,021092,130.61372442795602,31.3664001209592,181465117.21592546
950490,960723,950491,130.533080693136,31.038923004279297,
021093,950490,950491,130.730435152383,31.191605310855,157880397.19733018
950490,021093,960722,130.72255069757398,31.3215748276035,310088914.71532613
950490,021092,940098,130.480430735325,31.2892208539911,239976422.18006176
960723,950490,940098,130.39190254569598,31.091713254059698,
940091,960770,021065,129.948478512534,33.447084926669696,137197859.83565694
960689,960770,940091,129.90208896528597,33.344759387246995,102881340.47332245
960770,021066,021065,130.03077937162502,33.3857346496443,147623735.59431633
960770,960689,021066,129.984389824377,33.2834091102216,135651875.09930688
02P210,021068,960772,129.925284892128,32.81305436240039,80187514.2507709
960774,021068,02P210,129.957115392093,32.6727173338401,139286205.37437785
021068,960693,960772,130.02535101118198,32.8332468542826,186685521.80181637
960693,950455,960772,130.07042055044397,32.9432925076167,221458759.40725163
950455,960693,950461,130.16429313557998,32.91832833795,192921202.68423018
021074,950467,960717,130.102604378406,32.2936775512758,171218564.894462
021074,960774,950467,130.07111856063602,32.402819843955,178263192.66163266
970835,940096,960777,130.175273324118,31.775254755740097,
950488,970835,960777,130.20460827033,31.676642631272095,
970835,970834,940096,130.25023170753002,32.00274626498069,117410860.8092923
970835,950488,970836,130.29534512907,31.8033395263155,144887413.3214952
960718,970835,970836,130.349176655379,31.8671534986134,118313907.65082912
970834,970835,960718,130.333398180051,31.9679481128106,200614079.10086453
950453,960771,970831,130.47833699472002,33.213249540213596,139840375.0663092
021069,950453,970831,130.53741403642502,33.1178088629025,107266061.4886711
950453,021069,960688,130.616126527722,33.1944249048654,138631098.93005854
950451,950453,960688,130.582861397901,33.3411576394578,234294989.5861172
960771,950453,950451,130.497324039159,33.3475778433732,151694331.40086052
021089,970837,960719,130.649322344475,31.7274726984237,120898764.20512342
021089,950486,970837,130.685246128404,31.8046083894165,89959303.5673799
960720,021089,960719,130.68563418292797,31.650073878079798,49876246.7414954
021089,960720,950489,130.747019917074,31.647833369819697,98342022.81296343
950486,021089,950489,130.76406255263998,31.7357201959248,75024179.67782027
960709,950473,960706,131.64216197724897,33.269244158191796,136664862.71025977
950475,960709,041137,131.50396700812797,33.094730031016496,251012775.6410185
950472,960709,960706,131.491914503499,33.2741126356287,146928958.63993558
960709,950472,041137,131.423786550309,33.1837827971826,205513269.52144974
021079,950475,021082,131.641995620553,32.9751281723985,135420875.79586947
021079,960709,950475,131.62541590869,33.1005164623155,205535804.17500558
960709,021079,950473,131.695482924621,33.184700751044694,159048958.89514065
970833,960699,960703,131.10793093236296,33.063510119653195,128615957.67416199
960699,970833,960707,131.11716680201698,33.1700396149716,108775256.2355614
960699,960701,960703,131.037745441614,32.9778196772211,99060068.693361
960710,960699,940089,130.96905753775798,33.211216702851004,125682258.90678824
960699,960707,940089,131.037516224538,33.2377800175872,135771612.66745582
021070,960699,960710,130.937338779951,33.0995113838334,163647084.50735694
960699,021070,960701,130.964163577203,32.9929125934452,204136598.3398421
950451,021063,940087,130.545077576661,33.60026150747971,200757558.20318952
021063,960685,940087,130.62093403359,33.6819632328234,226829007.15199515
021063,950451,960688,130.61986512049202,33.465776379337505,210471169.83655158
960685,021063,960687,130.736629379565,33.651880590721795,103335064.77098505
950452,021063,960688,130.72211902407898,33.454138364922,184395095.4197513
960687,021063,950452,130.76302682622298,33.5585408509626,135119083.76179585
93059,93057,960600,139.399580784453,34.1861399904387,89000556.82595871
93057,93059,93055,139.384386594024,34.3897876699674,
960596,93057,93055,139.306755367923,34.5226292288163,110911812.96057913
93035,93051,93034,139.356117657867,35.1351530896377,
93051,93048,93062,139.19838587262302,34.8639134969763,82708391.44922385
960759,93051,960594,139.46247168140098,34.8987867333039,127526216.23304622
93051,960759,93034,139.473155092953,35.0871470773857,
95105,92106,101183,139.10351821367098,35.0014731329703,20730731.41147256
93048,95105,101183,139.119913014027,34.9789601084979,22097838.52201429
95105,93051,93035,139.25778221572799,35.039811418091695,
93051,95105,93048,139.213941256929,34.9179592935228,160021679.95045066
960597,93057,960596,139.232669660568,34.4047528313016,32883076.39364462
960600,960597,141202,139.25750560672498,34.1991269979414,297764234.2418537
93057,960597,960600,139.301953691472,34.256816937703796,114689802.68824846
93053,960596,93062,139.114458572859,34.7130144333918,340010761.89228874
131194,93053,93062,139.030861720047,34.8473689729275,97498297.28104557
93053,960597,960596,139.143313553739,34.5312481958334,
960597,93053,960628,139.03278941392497,34.5909990681486,
93085,02P114,990838,138.757141748115,34.754266998056096,13168369.675812291
000841,131194,93062,139.05755498378699,34.913498159014196,25468061.453990772
000841,93048,101183,139.086205925073,34.9486728108639,7105055.612715883
93048,000841,93062,139.094566238958,34.9190206533762,19262657.700059906
92106,000841,101183,139.06981112471698,34.9711858353363,7459366.276525682
000841,92106,93046,139.03603010982297,34.9869800457573,24834656.39740372
131194,000841,93046,139.015413655008,34.9589445269229,26275823.921417724
960756,93041,950226,140.28667039328698,35.228985297145194,79654112.22322036
93041,02P107,950226,140.28676763689498,35.1759904681581,14306917.574417057
02P107,93041,960756,140.24152326511796,35.1910358398038,14994239.340203825
970821,93050,041136,137.64956664003603,34.7596869746709,20719943.371831533
93099,93050,93084,137.63392644754498,34.9472715263397,131606647.39267929
93050,93090,93084,137.714734195962,34.9484945663568,167729238.938028
93090,93050,03S045,137.757179567667,34.8811017019839,49961987.50674427
93050,93097,03S045,137.748464432601,34.8316037692722,57714972.69363451
93097,93050,04S048,137.73117058549198,34.786056009503696,36316620.70669321
93050,970821,04S048,137.69416923933,34.7724591123294,37549450.9045451
93078,93077,93073,138.432525699633,35.1499271167539,160843829.19504967
93077,93081,950296,138.45904866373797,35.0113081270392,56483357.491294496
93081,93077,93078,138.41005990310398,35.0502916916262,87417287.44528134
020847,950295,950277,137.911026121473,35.1661876058757,125323481.10680659
950295,970818,950277,137.98199299074298,35.127669005121,150150184.65677965
950295,93090,970819,137.90126544430498,34.9548090098493,91258279.40628594
950295,020847,93090,137.875252142562,35.040933744181196,157045641.41556096
02S043,950295,970819,137.96758765808698,34.9332682294761,50353759.30903996
93091,93052,93093,138.05552260704602,34.7495105987436,37719685.2221945
93091,970820,141209,138.11974473085797,34.8468088866084,60764474.93632358
93091,02S043,93052,138.043318780884,34.8033267385914,54960490.29494637
000842,970820,02P115,138.237529027917,34.8879876586527,72290442.21414624
93081,000842,02P115,138.304705982883,34.93502013360149,68645850.80094096
000842,93081,93078,138.31846560345002,35.012608565315695,75235095.20627019
970818,93079,950277,138.033483141213,35.151797723341204,119904854.14788009
93079,031102,950277,138.068179751205,35.2441854933069,285682734.6819115
031102,93079,93074,138.177582663153,35.205467594484,106010665.21889222
93079,970818,141209,138.087389996655,35.0273324911092,28826078.626196668
020981,960606,940048,138.61298969476198,35.5656252861129,73097830.23545498
960606,020981,93070,138.689894983464,35.534379604993504,177543938.1703877
950230,95105,93035,139.178131131633,35.201188909062,143607625.33913732
93065,93029,93063,139.235390721768,35.6019973952049,165513228.06867695
93065,93066,93029,139.214303950656,35.503594182177004,120903433.00970119
960607,93065,93064,139.03905043776,35.578272460935594,98435994.67947078
960754,93065,93063,139.188603081,35.7357864869577,138217666.20556748
020957,960610,950272,138.54056298815698,36.2015862973182,172777798.8788387
950271,99R006,00R019,138.09555662991002,36.2858452365816,203090468.16091344
99R006,950271,020984,138.116146017432,36.3934291251168,138187812.80441955
020983,950266,99R004,137.96384598562497,36.6207418719021,274322173.49435115
99R006,020983,99R004,138.02387142581398,36.53830572267479,109311461.42599772
020983,99R006,020984,138.076231242642,36.559472317137,70296323.05009535
960570,020983,950247,138.049291993503,36.83728999792379,282615591.9028866
020983,960570,950266,137.940522088248,36.784316525134194,271991799.0113484
950247,020983,950267,138.167145353655,36.7420609347825,139782278.0253512
020983,020984,950267,138.141237924657,36.628139050776895,132027243.1263052
940047,031127,960615,137.90026977721496,35.805555285713396,158841045.97122458
99R006,960608,00R019,138.018252497763,36.2960315761791,94996386.38119914
950270,960608,99R004,137.936615745588,36.3368657523531,81455954.90992734
960608,99R006,99R004,137.98648206845698,36.3824488702521,97327944.76400615
960611,960609,00R015,137.74462652643,36.2870900260902,
960609,960608,950270,137.90591790234598,36.2596305053169,51240413.27970261
960609,940046,00R015,137.80078654653298,36.425443891986596,169890290.1269257
940046,960609,950270,137.86144657658997,36.346534088756094,51689429.251325734
960616,950278,93084,137.639337226413,35.219819759124,127946492.91087958
020987,950263,960612,138.19504522338897,35.916594932304896,176724921.37659353
020987,940047,960615,137.99400357623097,35.8391798922498,141106326.25724804
950275,020987,960615,138.02550366923998,35.7167085629409,137026106.10803303
950263,020987,950275,138.136328455653,35.759932818416395,362922566.65491784
020987,960612,00R019,138.10931314412102,36.0315305279292,218512452.3223789
93069,031102,93073,138.345076732071,35.3481701751321,202125324.62007934
93069,950263,031102,138.301980472128,35.536990505544,
93071,93069,93073,138.47094779703897,35.3615032400256,91756189.6183701
93069,020981,940048,138.531286275921,35.496985888405796,102905871.31018062
020981,93069,93071,138.524665644717,35.4209075823306,80808483.77351664
950271,020985,950268,138.28785947103597,36.281582328915,104806515.5956112
960610,020985,950272,138.428260372875,36.2218247679354,97852641.65804279
020985,960612,950272,138.33333704949,36.13564985062229,210115996.05388448
020985,950271,960612,138.25184928574797,36.1615897867026,135453850.7435763
020985,03S046,950268,138.37500390238802,36.338737471162496,95692457.46351478
020985,960610,03S046,138.433917040485,36.304919846263196,65926214.29478167
020969,960577,940054,136.723662223071,36.687324450978295,157002903.63282335
960578,020969,940054,136.673561183676,36.5382027939687,243705789.20546338
020969,960578,950251,136.76375817974096,36.4510339127286,316464905.85760987
020969,950251,960573,136.90593243422697,36.5441889476268,245539802.92048976
020972,020971,940053,136.930271533407,37.343288240705704,115704365.84225395
020971,020972,960576,136.965902066664,37.25689050501,152106398.02125555
960575,020972,940053,136.825221326145,37.2514593941754,152760269.9533807
960576,020972,071158,136.878831904551,37.1130585766413,166526412.91472062
020972,960575,071158,136.78640482485,37.124253375716094,164597577.99170476
950248,020966,960577,136.91238240916496,36.822186347439896,224533342.31455472
950248,020969,960573,136.931119425276,36.657091547237705,112111801.90292549
020969,950248,960577,136.839046210185,36.713058169349104,249283920.15127194
020976,950258,950285,136.53682501865998,35.837241045487204,273758039.1994053
950298,970822,950299,136.835528928615,35.2717073221821,85697916.57074115
970822,950298,940060,136.85925730887297,35.383684649662804,141359065.57078582
020994,950292,960629,137.13165897598196,35.29880632467749,104336476.03330866
950292,950298,960629,137.02422367391998,35.310208393023295,110614972.03851153
960572,020967,940052,137.455616340339,36.8397356333358,98568512.91587159
960572,950250,020967,137.439839534844,36.722996559744,187027860.60119832
020967,041138,00R015,137.60894825228098,36.663145536778195,175990973.50186273
950250,041138,020967,137.515317279648,36.6696718147518,224697008.76579064
041138,960611,00R015,137.65270978902302,36.4032779224719,
93023,93016,93026,139.78219985871897,35.669459353001095,170918600.2497637
93036,93023,93026,139.786434095253,35.513304423389094,375567002.9975395
93018,93023,950225,139.977741869229,35.7028072932069,92468855.96761519
950225,93023,93030,139.986599080086,35.5899245472771,152987007.53624243
93023,93036,93030,139.912414509285,35.4747684263742,361146052.92156523
93016,93023,93012,139.888647042936,35.7950760970704,166362541.059738
93023,93018,93012,139.959287854815,35.797159682691,112360938.2407264
93036,93045,93030,139.92974073648898,35.3345640612129,153327660.33243832
93045,93037,93030,140.03682088407,35.3417089483194,149029280.17660117
020959,93045,93039,139.908137243721,35.1772554919764,70111938.70503256
93045,93036,93039,139.86049228536,35.233216365996,104115965.41944396
93045,020959,93044,139.986695833743,35.166640251606594,59940759.58656242
93037,93045,93044,140.046131022963,35.2297460127327,188317131.93322924
950224,93008,93013,139.735292933214,35.94451716846869,83743639.817914
93008,950224,93012,139.848902704434,35.9454571701258,112310303.85401298
960584,93020,93010,140.29282668759598,35.9028083031057,280509522.07751715
960584,93014,93020,140.20701521293498,35.8705580977821,178759736.03289473
940042,950216,93004,140.530178570034,36.351563587422596,176312444.0641721
020947,950216,940042,140.477253973023,36.4497349496379,176719568.00032514
960559,960561,010845,140.207975470233,37.4636795263731,198883282.70740288
960561,950209,020948,140.00025637088697,37.2663649781346,309477189.95737773
960567,020964,020962,138.52226583138898,37.218856494791396,180303513.62536874
960567,02P110,020964,138.480242160843,37.266995544405,11652975.68999743
950179,14P125,111185,140.891466220989,38.014324430708996,159452729.97146782
950179,970797,020920,140.725062543021,37.9424215000545,172650477.4655461
970797,950179,950178,140.696793336891,38.0694560253315,214553275.68091798
07S069,93009,93022,140.724613191294,36.1265173586295,
93009,07S069,940042,140.649491627535,36.3976812738594,
93009,940042,93004,140.59113940000802,36.2219382422535,
93009,93021,93022,140.70036953256897,35.8161196451718,173427350.92927647
93009,93004,93010,140.52151556308797,36.0321178815213,281009516.70227486
93009,93015,93021,140.556975586731,35.8417757213076,215876726.49825063
93015,93009,93010,140.47569355907999,35.906138234412595,214018246.49468353
960561,020942,010845,140.210338683888,37.3560531667521,98181630.8208742
020942,960561,020948,140.114019370116,37.2770201481777,178592372.62895182
020924,950181,020922,140.49308231669698,40.1392294866189,295056511.4814119
091174,950181,950155,140.469458459319,40.4705740201851,264584791.84962463
940024,020896,960533,141.334720227822,41.284671685276805,235715451.3107032
020896,940024,950152,141.308181955248,41.139198219411604,166107472.95452392
960533,020896,950158,141.50132557895398,40.9861760984874,
950150,020895,020894,140.97216695010897,41.369566085321104,259013783.33756962
020895,940024,020894,141.08307901446,41.318062761168605,232438978.5017702
950155,960541,960538,140.64284930183402,40.6204298617689,187045227.44499978
020897,940023,020898,140.101052436939,41.102129767294194,
960534,020897,960542,140.39791766744702,41.0682146738094,241255191.55150226
020897,960534,950149,140.352696203379,41.2978084728,
940023,020897,950149,140.202672690564,41.3915654464983,
960540,960538,960542,140.49239587868098,40.742852400957304,158812156.994842
960540,950155,960538,140.53458700914598,40.6140236341224,90707517.35582146
960540,091174,950155,140.436520060155,40.5703305565338,109826955.99571319
950200,07S067,960560,140.371392476898,37.6755409207815,69107590.72101514
950200,960560,020940,140.420458009854,37.579208939943,108693747.61651143
091179,950179,111185,140.822485959705,38.1567464907453,145626857.39916205
950179,091179,950178,140.73314625790198,38.1605604296466,146620176.35809124
14P125,06S059,111185,140.964678379041,38.104361142804,
06S059,14P125,05S054,141.153602381418,38.1285307925973,
960549,06S059,05S054,141.237347492736,38.3267140609551,275438940.5813726
091179,020917,950178,140.694393433572,38.3412589136577,177571033.0539319
950236,020961,950206,139.30397816900398,37.505930095226994,607483189.5017241
950204,950236,950206,139.443025276236,37.4836390985496,214113889.53339055
950236,950197,960564,139.546671200607,37.9589563107414,
940049,950231,960564,139.39427870804698,38.2469269367988,271377296.14541084
950197,940049,960564,139.557231201168,38.140532035019696,217201360.11847112
950194,950231,02P105,139.435063719138,38.7342198289695,
950194,02P104,950232,139.240824011718,39.1450888506249,
950231,950194,950232,139.090803791907,38.6528978259831,
940050,970806,960571,138.96718786806898,37.8047260616421,126210679.8737881
940050,950231,950232,138.90455614520098,38.2232447735853,
950233,940050,950232,138.644024660955,38.089221320937604,
940050,950233,970806,138.766464335763,37.9084541841258,389854840.1592001
960556,020917,020931,140.516027221977,38.603042959635,399855042.4585825
960556,940035,950178,140.44401764365497,38.340672240997506,222441408.32558095
020917,960556,950178,140.56455309557097,38.4209242073316,611887720.0370919
960557,07S067,950180,140.329506489249,37.9535086009002,310923143.8638472
020921,091174,950154,140.069559539877,40.493352036489,409975942.1560433
950181,950182,020922,140.40235816668599,40.2558068087208,166995586.48950577
950182,950181,091174,140.36464087212596,40.3864165361085,442038845.2562715
020921,950182,091174,140.181397631616,40.3911996020874,348732852.24638546
950182,020921,950184,140.099302028664,40.28191447569299,95902579.35216275
02P205,950171,07S066,141.706848594597,39.0059973171693,3777516.750770979
950171,02P205,07S065,141.761959432962,39.0632175332421,10489735.859278562
06S057,02P205,07S066,141.63724801201798,38.829902322763196,
02P205,06S057,960550,141.58088902848,38.601587692176295,
020911,020910,940029,141.29139470747398,39.1154402907774,168967127.7871956
020910,071159,940029,141.17600249451598,39.2320656514083,219006812.66563022
950171,960546,07S066,141.647597160333,39.0470985023064,69862892.09485985
020910,960546,121191,141.459889609632,39.23470462748429,227799579.68291506
960546,020910,020911,141.415241374902,39.126259409423994,243197325.32345825
970796,071159,960544,140.92337124350098,39.276165969268796,317716074.8058598
071159,970796,940029,141.06827297854497,39.1959477508929,248275783.3106185
970796,020912,940029,141.099561429387,39.0737757669798,123514031.98737453
071159,020908,960544,140.87266030510202,39.4186351075968,273995846.2627041
950165,020908,071159,140.937758088006,39.5352207372012,270650149.60285294
960543,950165,950163,141.05114547813298,39.83114307300809,167311573.51641202
960543,020904,970798,140.964482705277,40.0309198040037,168577788.5274546
950165,960543,970798,140.93717030679,39.895714279574996,335272906.5034421
950311,020999,960636,136.53751724942998,34.4628251271579,95124912.29378924
020999,950311,041129,136.472036688141,34.5201168990744,98421185.51123813
061148,950311,960636,136.622098720437,34.486048013636996,82002367.73421034
950309,950311,061148,136.62479920369498,34.6468188506121,356593949.898506
041139,031106,960637,136.410325543206,34.2602922804681,72658663.48902023
020999,031106,041139,136.454162935695,34.3310080778478,100627793.76478484
950309,02P116,960633,136.704527970021,34.95273076969409,133067940.92620757
02P116,960631,960633,136.779936548409,34.9762587833241,81720784.5467209
960631,02P116,960632,136.82580759084598,34.9274216158626,3193667.5920647266
960632,02P116,950304,136.827438364419,34.873747616132704,3376532.913798627
02P116,950309,950304,136.762319346972,34.87688649388019,74324837.7731523
051143,960634,021101,136.383891253566,34.959969177114296,166153233.0161979
940062,051143,950321,136.21618441926,35.094790882928706,185661228.9324325
940062,950320,960639,136.07381281117802,35.162958581143805,137095062.4206938
940062,950321,950320,136.138611220689,35.22419160622889,171696591.83083886
071156,950315,950367,136.011059963757,33.9078509371272,85780881.41883875
950315,031107,950367,136.04959684301699,33.9453546770448,81401597.82363486
950315,071156,950316,136.026779235006,33.8088970348404,21232766.45777053
950315,950316,03P214,136.07706763233,33.84499579527,40635061.60029978
031107,950315,03P214,136.120086140049,33.9088810897683,11618866.30541585
950353,940067,950348,135.37604584152,34.8650771995944,153923087.56528375
950353,950355,940067,135.394172268696,34.7809059485613,63092663.444704786
950353,950348,950351,135.281032593795,34.85647478358871,117065513.63862091
950353,950351,950356,135.22980172406102,34.7598839369727,84728771.39468506
950355,950353,950356,135.284621201565,34.730574059920194,77779182.26272584
960642,950332,021003,135.569195774595,35.1660241742205,75730125.46297123
950332,960642,950331,135.48010265146502,35.168892091733404,191502142.83885798
021002,960642,960641,135.421809771336,35.3603080152267,178533665.04499027
960642,021002,950331,135.405502715538,35.2541761888041,171227221.18531385
081170,151210,021003,135.663822850941,35.27466224166059,228442968.51038504
020978,151210,081170,135.70429659316198,35.385114614318695,188087549.28940094
151210,020978,950259,135.77594188458298,35.631208376147995,
151210,950327,960641,135.390526476645,35.5655449074849,
950327,151210,950259,135.58181841887097,35.7197929814682,
950333,960643,021003,135.67741626479696,35.062123475996096,101159965.06587932
960643,950333,960644,135.72347282867997,34.99461685533329,54609419.65093693
950332,950333,021003,135.60782977080896,35.070271107818094,71017680.47435094
960644,950333,950335,135.69419248700697,34.902859933276495,110565724.86494151
950333,940067,950335,135.603727984362,34.8646492587261,191142624.03961256
950333,950332,940067,135.563421832047,34.9645538126049,151133378.579645
021013,031112,960653,135.465132558624,33.6166404257574,66218458.91795617
031112,021013,950374,135.469198885284,33.693658443852,85075564.55566777
950374,021013,041130,135.530504550771,33.727106458716,48321922.39981375
141203,021013,960653,135.552068757468,33.5654953754406,103123091.60912117
021013,970826,041130,135.597295577667,33.6776721709725,86434513.56060775
021013,141203,970826,135.622926111024,33.593079105791695,133626935.14837185
960673,970827,950416,134.506080753396,34.1464231555194,131618447.51171052
950416,970827,021041,134.45684422754098,34.087054681960495,139650291.36704618
970827,950415,021041,134.38746206645098,34.0994144768574,87089352.42262268
950363,131198,950422,134.66329188071097,33.990068383227,118252759.11339034
960673,131198,950363,134.642371306311,34.1039133655902,170442152.5292375
131198,960673,950416,134.58357818621099,34.049330911048195,68386638.38844718
131198,03P216,950422,134.61480533985,33.8405750703867,49762032.77136284
071152,950439,950442,133.86420330756,33.5907026141313,74770305.46390097
111189,041131,121192,133.870517499411,33.82048030306439,132301893.32125102
950439,041131,111189,133.82628201006898,33.74558497034669,162108238.00420287
071152,041131,950439,133.876609646802,33.662953931276995,64149164.87782203
041131,950421,121192,133.96553930628002,33.8229138616842,96888937.43856682
950421,041131,071153,134.0243412255,33.78815449430189,106934948.77181457
021051,031119,940083,133.50031500003,33.5635366976613,68937410.51825564
021051,010846,031119,133.461498365415,33.659929402426805,127032990.19195898
950419,141207,111189,133.692973292274,33.84945889291559,93008658.04525301
141207,950439,111189,133.73421572428498,33.7552948125987,139889699.79421076
950439,141207,031120,133.709796709764,33.646079251580396,133362258.68838383
031120,141207,940083,133.63421720846998,33.604415722016704,133388040.97009581
141207,021051,940083,133.577953128774,33.6321689707476,97023658.58175671
141207,950419,950431,133.614692641122,33.87227213969609,135964665.73500392
010846,141207,950431,133.54153893722398,33.83283723458099,151611326.15161514
021051,141207,010846,133.53913649415898,33.728561675513106,177095972.7720557
950420,960675,950424,134.34076480997697,33.7589443816053,109396557.08424789
031116,950420,950424,134.401786830498,33.769758846384,132652890.67320445
950420,031116,021041,134.430209031327,33.8948089617885,76166223.77463432
950415,950420,021041,134.386020197319,33.9864702744072,98029623.86013214
950418,950420,950415,134.310337583004,34.0013787974058,147117445.94248778
031121,950444,950442,133.975591804263,33.4302952718031,12465452.433325114
021053,950444,031121,134.040808208637,33.4274203706553,46254860.99236848
950444,071152,950442,133.931565673983,33.5152578050334,70421149.876238
950440,960675,071153,134.160763758549,33.71925851592209,163762661.7715499
950440,950441,960675,134.216302557447,33.6369957370227,242484754.5307825
041131,950440,071153,134.040576398487,33.696920777919296,150216737.27384794
950440,041131,071152,133.977226190808,33.6461669244789,95912334.75121033
950440,950444,021053,134.05771142148,33.5062137851925,48041010.285611756
950444,950440,071152,133.999311808692,33.5479384196451,175174812.4589777
950441,021055,031122,134.208060361749,33.392920203683694,31147735.382072542
950440,021055,950441,134.184327035319,33.505463385906594,148525626.49837923
021055,950440,021053,134.12383764153,33.495247676912996,62494031.376972586
93102,93103,93099,137.507528425278,34.866918981731104,84725729.92623569
93050,93103,041136,137.60742535458598,34.778580251154295,74995242.89068298
93103,93050,93099,137.58696596073,34.8570920181924,74348647.67412558
020996,950305,950303,137.176724398989,34.8738317700498,91169604.80022958
101182,960512,960519,145.415775418155,43.234479370341596,109402558.91321115
101182,020869,960512,145.315742432454,43.3547438393586,378726695.1788916
05S050,101182,960519,145.55651501612098,43.26647554407089,73435406.92596401
020869,101182,05S050,145.45648203042,43.386740013087895,255402228.4090743
960528,950147,940018,140.79085975264198,42.1758886873302,261264030.77062485
960526,960528,940018,140.814467508297,42.3195192175074,201812900.29036468
960528,950146,960529,140.636323921104,42.0619365813471,71424543.32797831
950147,960528,960529,140.71521093828,42.043392386952,75486762.85206382
960528,960526,960525,140.756212287735,42.3785682413478,248507809.7092905
950140,960528,960525,140.58217137356698,42.38538700140359,782217478.0340352
950146,960528,950140,140.515922689098,42.2344773125484,202326226.0813176
020877,960520,940014,141.62677496609402,43.0896016295646,171337173.29591218
960520,960522,940014,141.601907233116,42.9774584120079,150812731.90187457
020876,960520,020877,141.498550266513,43.175351684701496,207964343.36013505
